integers,floats,mixed_negatives
6615,0.1687242271969166,-0.09610494944748993
465,0.9117496163329328,5.693081950831701
3630,0.6303298441437866,-8.30201389587059
4672,0.8809137964344962,4.408467124976902
2535,0.0556277142089906,-3.705324387288506
3508,0.41464362764663665,8.966268648819948
1297,0.9770729709795273,-3.716046736374306
2669,0.9258055177759958,6.643888062958947
6383,0.4571947344250009,9.989849606180382
9587,0.5008083718822611,-5.379949361553374
6391,0.15790287204020004,-2.0722027271795085
572,0.7560160402836524,-2.161745954589809
7887,0.8873012444954551,0.44987907275638506
8214,0.7486787688230996,0.18399428346310032
8598,0.6764049020102549,-2.2213014691575594
6393,0.7473999613016308,-4.625159001067603
4433,0.9348990237111716,6.522504153929464
3636,0.9054021031920969,-9.238146738001733
2706,0.23534715187733224,3.6173747149882374
8718,0.7765221381503795,5.311331600801887
2792,0.27549152582364544,1.2110554545307188
7949,0.25510945473502267,-2.5660087903001276
5365,0.04663640866723495,-9.895170678690697
3488,0.6308842716727225,1.776400689672915
8011,0.5367523277762098,1.6982771964610865
8136,0.9924116001984761,-6.765790671226142
416,0.6184453242471415,-6.201250741591378
649,0.7643565000504985,-3.1182561772290196
8496,0.8905597102221202,2.7119468170491867
2793,0.5866476520759367,-9.953527459382816
804,0.741767694706216,7.1464984079058915
2354,0.6951778747732794,-2.654764513970651
5758,0.19977636271471544,-2.578202560234124
7269,0.37522142834802596,-8.98029568796697
9621,0.8942350195511796,1.9451860199280127
8899,0.3889366247103193,2.3440791176657
9446,0.20433684373951377,-7.3608745627161465
6250,0.24126209682683208,-4.0782926542009434
2911,0.4438903405830148,-8.692245953398386
6493,0.40982206366113194,-4.703924676738309
4679,0.5150118674962336,-3.242703523386023
3012,0.49736622204970427,-2.639329607743866
366,0.07653961616152338,-4.58392827626271
1087,0.7747644943995096,0.0407309118223651
550,0.3220544662552878,2.3210461436332412
2745,0.17809218203226618,7.175022233114092
690,0.05603277293055686,1.025183666124354
5057,0.4347308348410157,-0.22744352888470587
1664,0.4431235144081005,7.527871235339305
7218,0.03873000488344347,4.649461106120096
5817,0.5194682481074152,0.945767480028394
3630,0.8836354138532551,-8.73460286319001
1764,0.39453896108586806,4.630282593424621
4296,0.6306792379463523,1.4535297339913456
3439,0.5785460021348896,1.7923542134832857
7944,0.7895381869455554,-8.203254076456442
8442,0.9005200322725473,-6.4202499436688125
8885,0.05635869588776854,-2.935234935613762
4203,0.551997918701421,-1.6614828074479515
7076,0.9727398421008395,4.369980233088505
4954,0.10269396944153009,5.841396284169665
2665,0.45812956216246237,8.116634540874415
3877,0.6653437176972234,9.558909510539483
8981,0.7967943620853392,8.264012847253863
3205,0.9401440175519038,7.135227460382303
5650,0.492463639891771,-3.5356091265889127
6845,0.293494581947607,1.8517402157682472
238,0.3041586925133237,3.4898111394739963
865,0.712350060459719,0.9225067486951044
9858,0.26063316772527234,4.155547192508607
1683,0.16348278457499033,4.453766340040033
227,0.8362747289372217,-4.379149650994667
6493,0.5806707151539103,6.466996097587781
6375,0.28502037070870545,-4.007740763212104
1879,0.043451139982690345,0.5965832696059117
5618,0.22599561024511494,7.176984125180439
3056,0.9852511063480855,6.093922705687717
4956,0.13766255144065553,-6.439204751331538
4953,0.2565374108572912,-6.260018561080686
2994,0.7192217646947804,1.6798198918499772
2177,0.7518308654482028,5.461871521652117
1550,0.032327439788543355,9.306315970288551
8440,0.20809426984114598,4.875904455205756
6031,0.6431774146584728,9.435035319269975
1210,0.48927029003197675,3.8726005592551953
6697,0.9732882193286054,3.501760482490921
6522,0.5895275405101225,4.649461106120096
5208,0.16322911601234025,8.822236444255665
8332,0.527885235358864,-3.7548943041698664
1237,0.6528495212943449,9.63060332493842
5421,0.5158841195204416,-9.699914884942595
7020,0.5073563536987258,-8.687968767329522
5261,0.46198147759969155,-8.850090939368156
4591,0.4756317623046096,8.226225056355858
1822,0.03845483904957914,-2.7381513541391485
7811,0.30130723716283037,-0.2674829694494729
9630,0.7052952942420392,-1.3928621526427243
5210,0.4419326569535733,5.140786590808029
4874,0.5771880866453442,-2.8688194371068025
5821,0.026326017667238744,6.354090582858191
4211,0.9890639954711242,-7.558740608003161
3070,0.3511047565307037,9.367529446937553
9852,0.9836000182915697,4.1462679134337925
6506,0.8749671429778572,3.638583391539205
4552,0.32541402149337706,2.82353559328514
6803,0.7393819816260337,5.922072035435493
3639,0.4265629365896947,1.5018960035664186
6016,0.21387655189489185,-1.1643086154792819
1325,0.2451268612893751,-1.8610241328417114
2335,0.23729046737878545,3.732819953802885
3507,0.8027859482328268,-1.7211924869172623
5028,0.647057102637324,0.2641910876857665
6698,0.5259345463543583,-0.2894356187406153
1232,0.08751313704092922,3.5332312262514414
3156,0.756551663740477,-3.6444382224141147
5760,0.5343436287457672,-6.7419763914624635
4430,0.8680087474530775,-2.4928110382622997
9284,0.6995805506439314,-9.00206687036162
5356,0.07115810821818935,3.5224424988941863
9195,0.17906110133158093,5.458514700362777
406,0.8424039817674853,1.8686155823976396
627,0.4210370890260945,-1.8589305026334344
1362,0.8912525175670617,7.274535627506289
7467,0.6391911899615942,-9.843461016661703
6651,0.7081840830612012,-4.059833050926129
6854,0.0655372636275936,4.18882847304708
6156,0.5580898155414812,-3.7361261877196617
5838,0.6969072976741307,4.639640767702982
318,0.16180219300068,-7.85044175877871
2833,0.03784155992249172,5.581161740240146
8568,0.33041818440154114,-6.125615359144487
1706,0.6521530079740308,-4.8126503624878865
9372,0.5517632303076013,6.664437371851182
6060,0.29737148734438,-3.615150063049059
1773,0.20216250068880504,-9.96081172379381
413,0.663482568383472,7.834142849839932
5382,0.6903155493892214,-7.765389191342866
371,0.1994671338606926,-1.5203272421451342
1661,0.8325501504642668,7.440783893633952
